source,compressor,refrigerant,bore_mm,stroke_mm,n_cyl,f_elec_Hz,T_ev_C,T_co_C,T_suc_C,DeltaT_sh_K,p_suc_bar,p_dis_bar,eta_is,eta_vol
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,60,25,35,3.4528,21.1675,0.5998,0.6086
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,60,30,40,3.4528,21.1675,0.6014,0.6084
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,65,0,10,3.4528,23.4295,0.5834,0.5765
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,65,5,15,3.4528,23.4295,0.5844,0.576
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,65,10,20,3.4528,23.4295,0.5853,0.5756
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,65,15,25,3.4528,23.4295,0.5829,0.5756
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,65,20,30,3.4528,23.4295,0.5794,0.5759
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,65,25,35,3.4528,23.4295,0.576,0.5766
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,65,30,40,3.4528,23.4295,0.5747,0.577
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,70,0,10,3.4528,25.8676,0.5723,0.5448
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,70,5,15,3.4528,25.8676,0.5734,0.5444
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,70,10,20,3.4528,25.8676,0.5745,0.544
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,70,15,25,3.4528,25.8676,0.5686,0.5444
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,70,20,30,3.4528,25.8676,0.5605,0.5454
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,70,25,35,3.4528,25.8676,0.5515,0.5472
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-10,70,30,40,3.4528,25.8676,0.546,0.5488
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,20,5,10,4.0604,8.3646,0.5402,0.8506
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,20,10,15,4.0604,8.3646,0.54,0.8498
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,20,15,20,4.0604,8.3646,0.5398,0.8491
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,20,20,25,4.0604,8.3646,0.5288,0.8492
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,20,25,30,4.0604,8.3646,0.5098,0.8504
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,20,30,35,4.0604,8.3646,0.4805,0.8532
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,25,5,10,4.0604,9.5207,0.5937,0.839
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,25,10,15,4.0604,9.5207,0.5936,0.8383
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,25,15,20,4.0604,9.5207,0.5935,0.8376
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,25,20,25,4.0604,9.5207,0.5872,0.8374
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,25,25,30,4.0604,9.5207,0.573,0.8381
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,25,30,35,4.0604,9.5207,0.5483,0.8401
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,30,5,10,4.0604,10.7899,0.6288,0.822
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,30,10,15,4.0604,10.7899,0.6288,0.8213
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,30,15,20,4.0604,10.7899,0.6288,0.8206
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,30,20,25,4.0604,10.7899,0.627,0.8203
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,30,25,30,4.0604,10.7899,0.6182,0.8205
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,30,30,35,4.0604,10.7899,0.6003,0.8218
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,35,5,10,4.0604,12.1788,0.6484,0.8004
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,35,10,15,4.0604,12.1788,0.6485,0.7997
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,35,15,20,4.0604,12.1788,0.6486,0.7991
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,35,20,25,4.0604,12.1788,0.6503,0.7985
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,35,25,30,4.0604,12.1788,0.6467,0.7984
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,35,30,35,4.0604,12.1788,0.6362,0.799
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,40,5,10,4.0604,13.6942,0.6554,0.7751
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,40,10,15,4.0604,13.6942,0.6556,0.7744
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,40,15,20,4.0604,13.6942,0.6559,0.7739
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,40,20,25,4.0604,13.6942,0.66,0.7732
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,40,25,30,4.0604,13.6942,0.6604,0.7728
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,40,30,35,4.0604,13.6942,0.6566,0.7728
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,45,5,10,4.0604,15.3431,0.6528,0.747
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,45,10,15,4.0604,15.3431,0.6532,0.7463
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,45,15,20,4.0604,15.3431,0.6536,0.7458
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,45,20,25,4.0604,15.3431,0.6589,0.745
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,45,25,30,4.0604,15.3431,0.662,0.7444
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,45,30,35,4.0604,15.3431,0.6631,0.744
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,50,5,10,4.0604,17.133,0.6433,0.7169
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,50,10,15,4.0604,17.133,0.6439,0.7162
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,50,15,20,4.0604,17.133,0.6444,0.7157
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,50,20,25,4.0604,17.133,0.6498,0.7149
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,50,25,30,4.0604,17.133,0.6539,0.7142
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,50,30,35,4.0604,17.133,0.6579,0.7136
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,55,5,10,4.0604,19.0717,0.6294,0.6856
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,55,10,15,4.0604,19.0717,0.6301,0.685
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,55,15,20,4.0604,19.0717,0.6308,0.6845
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,55,20,25,4.0604,19.0717,0.6351,0.6838
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,55,25,30,4.0604,19.0717,0.6388,0.6832
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,55,30,35,4.0604,19.0717,0.6434,0.6826
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,60,5,10,4.0604,21.1675,0.6129,0.6541
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,60,10,15,4.0604,21.1675,0.6139,0.6535
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,60,15,20,4.0604,21.1675,0.6147,0.653
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,60,20,25,4.0604,21.1675,0.6173,0.6525
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,60,25,30,4.0604,21.1675,0.6191,0.6521
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,60,30,35,4.0604,21.1675,0.6222,0.6518
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,65,5,10,4.0604,23.4295,0.5958,0.6232
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,65,10,15,4.0604,23.4295,0.5969,0.6226
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,65,15,20,4.0604,23.4295,0.5979,0.6222
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,65,20,25,4.0604,23.4295,0.598,0.6219
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,65,25,30,4.0604,23.4295,0.5969,0.6219
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,65,30,35,4.0604,23.4295,0.5967,0.6221
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,70,5,10,4.0604,25.8676,0.5797,0.5937
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,70,10,15,4.0604,25.8676,0.581,0.5932
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,70,15,20,4.0604,25.8676,0.5821,0.5928
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,70,20,25,4.0604,25.8676,0.5792,0.5928
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,70,25,30,4.0604,25.8676,0.5741,0.5934
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,-5,70,30,35,4.0604,25.8676,0.5692,0.5946
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,20,10,10,4.7446,8.3646,0.5095,0.8653
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,20,15,15,4.7446,8.3646,0.5092,0.8645
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,20,20,20,4.7446,8.3646,0.5091,0.8638
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,20,25,25,4.7446,8.3646,0.4855,0.8644
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,20,30,30,4.7446,8.3646,0.4554,0.8663
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,25,10,10,4.7446,9.5207,0.5779,0.8557
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,25,15,15,4.7446,9.5207,0.5777,0.8548
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,25,20,20,4.7446,9.5207,0.5776,0.8542
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,25,25,25,4.7446,9.5207,0.5603,0.8544
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,25,30,30,4.7446,9.5207,0.5352,0.8557
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,30,10,10,4.7446,10.7899,0.6234,0.841
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,30,15,15,4.7446,10.7899,0.6234,0.8403
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,30,20,20,4.7446,10.7899,0.6234,0.8396
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,30,25,25,4.7446,10.7899,0.6128,0.8395
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,30,30,30,4.7446,10.7899,0.5948,0.8403
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,35,10,10,4.7446,12.1788,0.6497,0.8223
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,35,15,15,4.7446,12.1788,0.6498,0.8215
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,35,20,20,4.7446,12.1788,0.6499,0.8208
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,35,25,25,4.7446,12.1788,0.6454,0.8205
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,35,30,30,4.7446,12.1788,0.6348,0.8208
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,40,10,10,4.7446,13.6942,0.6607,0.8
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,40,15,15,4.7446,13.6942,0.661,0.7993
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,40,20,20,4.7446,13.6942,0.6612,0.7986
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,40,25,25,4.7446,13.6942,0.6613,0.7981
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,40,30,30,4.7446,13.6942,0.6571,0.798
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,45,10,10,4.7446,15.3431,0.6601,0.7751
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,45,15,15,4.7446,15.3431,0.6605,0.7744
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,45,20,20,4.7446,15.3431,0.6609,0.7738
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,45,25,25,4.7446,15.3431,0.664,0.7731
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,45,30,30,4.7446,15.3431,0.6644,0.7727
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,50,10,10,4.7446,17.133,0.651,0.7483
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,50,15,15,4.7446,17.133,0.6517,0.7475
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,50,20,20,4.7446,17.133,0.6522,0.747
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,50,25,25,4.7446,17.133,0.6568,0.7462
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,50,30,30,4.7446,17.133,0.6599,0.7456
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,55,10,10,4.7446,19.0717,0.6364,0.7202
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,55,15,15,4.7446,19.0717,0.6372,0.7195
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,55,20,20,4.7446,19.0717,0.6379,0.7189
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,55,25,25,4.7446,19.0717,0.6426,0.7182
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,55,30,30,4.7446,19.0717,0.6465,0.7175
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,60,10,10,4.7446,21.1675,0.6184,0.6917
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,60,15,15,4.7446,21.1675,0.6193,0.691
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,60,20,20,4.7446,21.1675,0.6202,0.6905
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,60,25,25,4.7446,21.1675,0.624,0.6898
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,60,30,30,4.7446,21.1675,0.6271,0.6893
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,65,10,10,4.7446,23.4295,0.5989,0.6634
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,65,15,15,4.7446,23.4295,0.6,0.6628
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,65,20,20,4.7446,23.4295,0.6011,0.6623
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,65,25,25,4.7446,23.4295,0.603,0.6618
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,65,30,30,4.7446,23.4295,0.604,0.6615
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,70,10,10,4.7446,25.8676,0.5795,0.6362
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,70,15,15,4.7446,25.8676,0.5808,0.6356
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,70,20,20,4.7446,25.8676,0.582,0.6351
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,70,25,25,4.7446,25.8676,0.5816,0.6349
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,0,70,30,30,4.7446,25.8676,0.5793,0.6351
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,20,20,15,5.5112,8.3646,0.4503,0.876
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,20,25,20,5.5112,8.3646,0.4501,0.8753
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,20,30,25,5.5112,8.3646,0.4129,0.8765
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,25,20,15,5.5112,9.5207,0.5381,0.868
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,25,25,20,5.5112,9.5207,0.538,0.8673
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,25,30,25,5.5112,9.5207,0.5065,0.8681
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,30,20,15,5.5112,10.7899,0.5973,0.8555
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,30,25,20,5.5112,10.7899,0.5973,0.8549
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,30,30,25,5.5112,10.7899,0.5742,0.8553
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,35,20,15,5.5112,12.1788,0.6328,0.8393
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,35,25,20,5.5112,12.1788,0.6329,0.8386
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,35,30,25,5.5112,12.1788,0.6184,0.8387
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,40,20,15,5.5112,13.6942,0.6496,0.8198
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,40,25,20,5.5112,13.6942,0.6499,0.8192
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,40,30,25,5.5112,13.6942,0.6426,0.8189
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,45,20,15,5.5112,15.3431,0.6525,0.7978
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,45,25,20,5.5112,15.3431,0.6529,0.7972
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,45,30,25,5.5112,15.3431,0.6511,0.7967
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,50,20,15,5.5112,17.133,0.6455,0.7739
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,50,25,20,5.5112,17.133,0.646,0.7733
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,50,30,25,5.5112,17.133,0.6476,0.7727
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,55,20,15,5.5112,19.0717,0.6317,0.7488
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,55,25,20,5.5112,19.0717,0.6324,0.7482
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,55,30,25,5.5112,19.0717,0.6356,0.7476
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,60,20,15,5.5112,21.1675,0.6137,0.7231
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,60,25,20,5.5112,21.1675,0.6146,0.7225
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,60,30,25,5.5112,21.1675,0.618,0.7219
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,65,20,15,5.5112,23.4295,0.5935,0.6975
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,65,25,20,5.5112,23.4295,0.5946,0.6969
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,65,30,25,5.5112,23.4295,0.5972,0.6963
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,70,20,15,5.5112,25.8676,0.5728,0.6725
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,70,25,20,5.5112,25.8676,0.574,0.672
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,5,70,30,25,5.5112,25.8676,0.575,0.6715
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,20,20,10,6.366,8.3646,0.3534,0.8856
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,20,25,15,6.366,8.3646,0.3532,0.8848
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,20,30,20,6.366,8.3646,0.3531,0.8841
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,25,20,10,6.366,9.5207,0.4676,0.8791
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,25,25,15,6.366,9.5207,0.4674,0.8783
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,25,30,20,6.366,9.5207,0.4673,0.8776
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,30,20,10,6.366,10.7899,0.5451,0.8685
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,30,25,15,6.366,10.7899,0.5451,0.8677
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,30,30,20,6.366,10.7899,0.5451,0.8671
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,35,20,10,6.366,12.1788,0.5931,0.8544
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,35,25,15,6.366,12.1788,0.5932,0.8537
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,35,30,20,6.366,12.1788,0.5933,0.853
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,40,20,10,6.366,13.6942,0.6183,0.8374
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,40,25,15,6.366,13.6942,0.6186,0.8367
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,40,30,20,6.366,13.6942,0.6189,0.836
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,45,20,10,6.366,15.3431,0.6268,0.818
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,45,25,15,6.366,15.3431,0.6273,0.8173
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,45,30,20,6.366,15.3431,0.6277,0.8167
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,50,20,10,6.366,17.133,0.6235,0.7968
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,50,25,15,6.366,17.133,0.6241,0.7961
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,50,30,20,6.366,17.133,0.6247,0.7955
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,55,20,10,6.366,19.0717,0.612,0.7744
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,55,25,15,6.366,19.0717,0.6129,0.7736
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,55,30,20,6.366,19.0717,0.6137,0.7731
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,60,20,10,6.366,21.1675,0.5955,0.7512
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,60,25,15,6.366,21.1675,0.5966,0.7505
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,60,30,20,6.366,21.1675,0.5975,0.7499
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,65,20,10,6.366,23.4295,0.5761,0.7279
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,65,25,15,6.366,23.4295,0.5773,0.7272
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,65,30,20,6.366,23.4295,0.5785,0.7267
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,70,20,10,6.366,25.8676,0.5554,0.705
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,70,25,15,6.366,25.8676,0.5569,0.7044
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,10,70,30,20,6.366,25.8676,0.5582,0.7038
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,15,20,25,10,7.3151,8.3646,0.2069,0.892
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,15,20,30,15,7.3151,8.3646,0.2068,0.8913
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,15,25,25,10,7.3151,9.5207,0.358,0.8868
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,15,25,30,15,7.3151,9.5207,0.3579,0.8861
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,15,30,25,10,7.3151,10.7899,0.4616,0.8779
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,15,30,30,15,7.3151,10.7899,0.4616,0.8772
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,15,35,25,10,7.3151,12.1788,0.5277,0.8658
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,15,35,30,15,7.3151,12.1788,0.5278,0.8651
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,15,40,25,10,7.3151,13.6942,0.5656,0.851
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,15,40,30,15,7.3151,13.6942,0.5659,0.8503
Bitzer EN12900,Bitzer 2CESP-3Z,Propane,30,33,2,50,15,45,25,10,7.3151,15.3431,0.5831,0.8339
